Priority_Tier,Company,Brand_Division,Job_Title,City,State,Region,Level,Employment_Type,Annual_Salary_Low,Annual_Salary_High,Hourly_Low,Hourly_High,Min_Experience_Yrs,Education_Required,Key_Responsibilities,Key_Skills,Apply_URL,Backup_Search_URL,Source_Platform,Dates_Timeline,Perks_Benefits,Status_Notes
3 - Mid-Level,Tiffany & Co.,Tiffany & Co. (LVMH Group – luxury jewelry & accessories),Sr. Operations Associate – Logistics & Distribution,Whippany,NJ,New Jersey,Mid-Level,Full-Time,,,25.25,34.00,1,"High school diploma required; Bachelor's preferred; 1+ yr operations or logistics experience in luxury retail environment preferred","Accurate & timely processing & distribution of Tiffany Service Center repair orders; document & package management from internal departments to clients & store locations; inventory accuracy & logistics coordination at Whippany distribution facility; support e-commerce logistics operations; reverse logistics process support","Operations coordination; luxury goods handling (care & precision required); inventory accuracy; shipping & receiving; document management; Excel; attention to detail; reliability; experience in luxury retail environment preferred",https://www.tiffanycareers.com/,https://eljs.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX/pages/163002,Tiffany Careers (tiffanycareers.com) / LVMH Careers,"Whippany NJ Tiffany operations & logistics facility; in-person; $25.25–$34.00/hr","Luxury brand prestige; employee discount on Tiffany & Co. products; LVMH benefits package; medical/dental/vision; 401(k); paid holidays; global luxury group platform","Search 'Operations Associate Whippany' on tiffanycareers.com – recurring role at the DC"
3 - Mid-Level,Delta Galil Industries,"Calvin Klein / Ralph Lauren / intimates & basics brands (Walmart & mass retail channel)",Planner – Walmart,Secaucus,NJ,New Jersey,Mid-Level,Full-Time,90000,115000,,,2,"Bachelor's in Supply Chain / Business / Finance / Retail Management; 2+ yrs retail or wholesale planning experience; Walmart planning experience a strong plus","Drive financial / inventory / demand planning execution for Walmart retail & eCommerce business; partner closely with Walmart buyers & planners on seasonal plans; work with internal Sales / Planning Managers / Production / Warehouse / IT teams; own style / color / size-level analysis; support seasonal & weekly planning processes; play critical role in order management system","Retail / wholesale demand planning; Walmart partnership experience strongly preferred; merchandise planning systems; advanced Excel; inventory & financial planning; S&OP; analytical & quantitative skills; ERP systems",https://career.deltagalil.com/,https://www.linkedin.com/company/delta-galil-industries-ltd/jobs/,Delta Galil Careers (career.deltagalil.com) / LinkedIn,"Hybrid 4 days/wk in Secaucus NJ office; reports to Planning Manager; 2+ yrs planning experience","Multi-brand merchandise discount; medical/dental/vision; 401(k) with company match; hybrid schedule; global intimates & basics company with 21+ open Secaucus NJ roles","Confirmed active – search 'Planner Walmart' on career.deltagalil.com or LinkedIn Delta Galil page"
3 - Mid-Level,Delta Galil Industries,"Calvin Klein / Ralph Lauren / intimates & basics brands",Junior Merchandise Planner,Secaucus,NJ,New Jersey,Mid-Level,Full-Time,60000,85000,,,1,"Bachelor's in Supply Chain / Business / Fashion Merchandising / Retail Management; 1+ yrs planning or buying experience preferred","Support full merchandise planning processes; style / color / size-level inventory analysis & reporting; seasonal planning cycle support; weekly replenishment planning; order management support; cross-functional collaboration with sales / production / warehouse teams; data analysis & planning system management","Merchandise planning; Excel (advanced – required); retail planning systems; inventory analysis; attention to detail; quantitative skills; strong communication; team collaboration; analytical mindset",https://career.deltagalil.com/,https://www.linkedin.com/company/delta-galil-industries-ltd/jobs/,Delta Galil Careers (career.deltagalil.com) / LinkedIn,"21+ open Delta Galil roles in Secaucus NJ as of May 2026; 1+ yr experience preferred; hybrid 4 days/wk","Multi-brand merchandise discount; medical/dental/vision; 401(k) match; career growth within global company; clear path from Jr. Planner → Planner → Sr. Planner","Active – search 'Merchandise Planner' on career.deltagalil.com or LinkedIn Delta Galil page"
3 - Mid-Level,Puma USA,Puma (global athletic / sportswear / lifestyle brand),Supply Chain Operations Coordinator,Somerville,NJ,New Jersey,Mid-Level,Full-Time,45000,65000,,,1,"Bachelor's in Supply Chain / Logistics / Business / Operations; 1+ yrs experience in SC or logistics coordination","Day-to-day supply chain operation execution & coordination; monitor logistics operations (warehousing / inventory / transportation / shipping documentation); coordinate global system setup of apparel & footwear components & finished goods; manage supplier capacity & production priorities for assigned programs; order fulfillment support from factory to distribution center","Supply chain operations; logistics coordination; WMS / ERP systems; Excel; vendor communication; order management; warehousing fundamentals; global SC awareness; team collaboration",https://about.puma.com/en/careers/job-openings,https://about.puma.com/en/careers/job-openings,Puma Careers (about.puma.com),"Somerville NJ US HQ; only 6 total Puma NJ jobs found May 2026; verify specific role at about.puma.com/en/careers","Employee discounts on Puma products; health benefits; 401(k); gym / fitness perks; global brand exposure; growing US presence","Filter by Operations/Supply Chain & Logistics + Somerville NJ at about.puma.com/en/careers; specific role openings vary"
3 - Mid-Level,Movado Group Inc.,"Movado / HUGO BOSS Watches / Lacoste Watches / Tommy Hilfiger Watches / Calvin Klein Watches",Coordinator – Product Development,Paramus,NJ,New Jersey,Mid-Level,Full-Time,,,25.00,25.00,1,"Bachelor's in Product Development / Fashion / Supply Chain / Business; 1+ yrs product development coordination experience preferred","Product development coordination for Movado Group watch & accessories brands; manage PD timeline & milestone tracking; vendor & factory communication for materials & components; sample tracking & approval management; BOM development & maintenance; costing support; cross-functional communication with design / supply chain / marketing teams","Product development coordination; BOM management; vendor communication; sample tracking; Excel; PLM systems; attention to detail; multi-brand management; accessories or watch industry knowledge a plus",https://careers.movadogroup.com/,https://careers.movadogroup.com/,Movado Group Careers (careers.movadogroup.com – Workday),"Paramus NJ HQ (650 From Rd Paramus NJ); in-office; $25/hr","$25/hr; multi-brand watch & accessories portfolio; employee discount on Movado / licensed brand watches; health benefits; 401(k); Paramus NJ location (accessible from NYC)","Search 'Product Development Coordinator' on careers.movadogroup.com (Workday portal); confirmed listing May 2026 at $25/hr"
3 - Mid-Level,Safilo USA,"Safilo / Fossil Eyewear / Jimmy Choo Eyewear / Liz Claiborne Eyewear (licensed brands)",Junior Supply Planner,Secaucus,NJ,New Jersey,Mid-Level,Full-Time,70000,87000,,,2,"Bachelor's in Business / Supply Chain / Operations preferred; mastery in Microsoft Excel required; familiarity with SAP / JDA / Tableau a plus","Create system style records & maintain style database throughout life cycle of assigned product lines; order placement of needed product for assigned suppliers / product lines; ensure timely & efficient replenishment; define & implement optimal order release strategies to minimize excess and obsolete inventory; cross-functional collaboration with sales / demand planning / distribution teams","Excel (mastery required); supply planning; demand forecasting; inventory management; SAP / JDA preferred; Tableau a plus; fashion eyewear or accessories knowledge a plus; analytical skills",https://www.safilogroup.com/en/people/work,https://www.safilogroup.com/en/people/work,Safilo Group Careers (safilogroup.com/en/people/work),"Secaucus NJ (300 Lighting Way – North America HQ); hybrid schedule; 3 Safilo Secaucus jobs listed May 2026","$70000–$87000; Safilo global eyewear group; licensed brand portfolio (Jimmy Choo / Fossil / Liz Claiborne eyewear); health insurance; 401(k); NJ location","Search 'Junior Supply Planner' on safilogroup.com/en/people/work; listing confirmed active May 2026"
3 - Mid-Level,Style Theory,Style Theory (private label ladies / men's / children's apparel importer),Apparel Production Coordinator,New York,NY,NYC,Mid-Level,Full-Time,60000,75000,,,2,"Bachelor's in Fashion / Apparel Production / Supply Chain; 2+ yrs apparel production coordinator experience required","Review customer processes & requirements; daily communication with overseas factories & agents; oversee production schedules & milestone tracking; manage production calendar from development through delivery; coordinate sample approvals; resolve production issues; maintain production tracking reports; ensure on-time delivery","Excel (required – proficiency is must); apparel production coordination; overseas factory communication; production calendar management; daily follow-up discipline; PLM awareness; project management; attention to detail",https://stylecareers.com/job/production-coordinator-manhattan-new-york-297065,https://stylecareers.com/jobs/keywords/style+theory,StyleCareers.com,"Manhattan NYC (Garment District area); permanent full-time; 2+ yrs apparel production coordinator experience required; in-office; company relocated offices Oct 2025","Established NYC import apparel company; tops / bottoms / dresses across sportswear / sleep / performance activewear categories; private label manufacturing experience","Confirmed – StyleCareers.com job 297065; if dead, search 'Style Theory' on stylecareers.com"
3 - Mid-Level,Coach / Tapestry,Coach,Coordinator – Product Development,New York,NY,NYC,Mid-Level,Full-Time,58500,70000,,,1,"Bachelor's in Fashion / Product Development / Supply Chain / Business","Manage full product development & production cycle end-to-end; communicate with internal & external partners to meet all milestones; complete bills of materials; support costing processes; serve as key daily contact for vendor communication; track sample & material approvals","Product development lifecycle; vendor & factory communication (overseas preferred); BOM management; costing support; Excel; PLM systems; milestone tracking; attention to detail; multi-brand exposure",https://careers.tapestry.com/coach/job/New-York-Coordinator,-Product-Development-NY-10001/1335460600/,https://careers.tapestry.com/coach/search-jobs?k=Coordinator+Product+Development,Tapestry Careers (careers.tapestry.com),"NYC; multiple simultaneous open listings; 1–3 yrs exp; hybrid Tue–Thu in office","Medical/dental/vision; 401(k); paid maternity & paternity leave; commuter benefits; disability; tuition assistance; generous product discounts; career path to Senior Coordinator / Manager PD","Multiple open listings on careers.tapestry.com/coach – search 'Coordinator Product Development' if direct URL is dead"
3 - Mid-Level,Coach / Tapestry,Coach,Coordinator – Product Development (Footwear),New York,NY,NYC,Mid-Level,Full-Time,64350,68000,,,1,"Bachelor's in Fashion / Footwear Design / Product Development preferred","Footwear product development & production cycle management; vendor & factory communication (overseas); milestone tracking; BOM creation & management; costing support; sample & lab dip approvals; material & color approvals tracking","Footwear product development; factory/vendor relations (overseas strongly preferred); BOM management; costing; Excel; PLM; footwear construction & materials knowledge",https://careers.tapestry.com/coach/job/new-york-Coordinator,-Product-Development,-Footwear-NY-10001/1341731100/,https://careers.tapestry.com/coach/search-jobs?k=Coordinator+Product+Development+Footwear,Tapestry Careers (careers.tapestry.com),"NYC; 1–3 yrs footwear PD experience preferred; hybrid","Full benefits package; product discounts; tuition assistance; hybrid work flexibility; path to Senior PD Coordinator in Footwear","Search 'Footwear' under Coach roles on careers.tapestry.com/coach if direct URL is dead"
3 - Mid-Level,Coach / Tapestry,Coach / Coachtopia (sustainability-focused brand),Coordinator – Product Development (Ready-to-Wear & Leather Goods / Coachtopia),New York,NY,NYC,Mid-Level,Full-Time,64350,75000,,,1,"Bachelor's in Fashion / Leather Goods / Sustainable Design / Product Development","RTW & leather goods product development & production cycle management; Coachtopia sustainable & circular product line coordination; vendor & factory communication; BOM & costing management; circular design process support","Leather goods construction knowledge; sustainable product development; vendor relations (overseas factories preferred); BOM; costing; PLM; passion for sustainability and circular fashion economy",https://careers.tapestry.com/coach/job/New-York-Coordinator,-Product-Development,-Ready-to-wear-&-Leather-Goods-Coachtopia-NY-10001/1271832000/,https://careers.tapestry.com/coach/search-jobs?k=Coachtopia,Tapestry Careers (careers.tapestry.com),"NYC; Coachtopia is Coach's circular economy brand; hybrid; opportunity to work on industry-leading sustainability initiative","Focus on circular economy & sustainability; full benefits; product discounts; meaningful mission-driven work; leading-edge sustainable fashion experience","Search 'Coachtopia' on careers.tapestry.com/coach if direct URL is dead"
3 - Mid-Level,Coach / Tapestry,Coach,Coordinator – Materials Planning,New York,NY,NYC,Mid-Level,Full-Time,64350,70000,,,2,"Bachelor's in Supply Chain / Materials Management / Fashion / Business","Materials planning & inventory allocation management; align material inventory with production schedules; coordinate vendor material deliveries; inventory reporting & analysis; cross-functional communication with product development & production teams; supply planning support across categories","Materials planning; inventory management; supply chain planning; Excel (advanced); ERP/MRP systems; vendor coordination; data analysis; accuracy-driven; strong follow-up",https://careers.tapestry.com/coach/job/New-York-Coordinator,-Materials-Planning-NY-10001/1303906200/,https://careers.tapestry.com/coach/search-jobs?k=Materials+Planning,Tapestry Careers (careers.tapestry.com),"NYC; 2+ yrs in materials or supply planning preferred; hybrid","Full benefits; commuter benefits; tuition assistance; paid parental leave; clear path to Materials Planning Manager","Search 'Materials Planning' on careers.tapestry.com/coach if direct URL is dead"
3 - Mid-Level,PVH Corp,Calvin Klein,Supply Planner – Accessories & Apparel,New York,NY,NYC,Mid-Level,Full-Time,75000,100000,,,2,"Bachelor's in Fashion / Supply Chain / Business / Operations","Build rough-cut capacity plans meeting demand requirements; translate forecasts into long-term supply plans; manage JDA Enterprise Supply Planning system for assigned accessories & apparel business segment; understand & incorporate supplier constraints & capabilities; adhere to vendor sourcing strategy & PVH strategic initiatives; cross-functional collaboration with production & merchant teams","JDA Enterprise Supply Planning (required); demand forecasting; capacity planning; supply chain analytics; Excel; supplier relationship management; ERP proficiency; 2+ yrs supply planning experience in fashion or apparel preferred",https://careers.pvh.com/jobs/supply-planner-accessories-apparel-calvin-klein-new-york-united-states,https://careers.pvh.com/jobs/search/results?q=supply+planner+calvin+klein,PVH Careers (careers.pvh.com),"Calvin Klein NYC office; hybrid schedule; bonus eligible; not eligible for visa sponsorship","Bonus eligible; medical/dental/vision; above-market 401(k) contribution; hybrid; internal mobility across Calvin Klein & Tommy Hilfiger; path to Supply Planning Manager","Confirmed open – direct URL on careers.pvh.com; backup is PVH careers search"
3 - Mid-Level,PVH Corp,Calvin Klein,Supply Planner – Apparel,New York,NY,NYC,Mid-Level,Full-Time,75000,100000,,,2,"Bachelor's in Fashion / Supply Chain / Business","Apparel supply planning; build & maintain supply plans that meet demand while adhering to vendor sourcing strategy & PVH initiatives; manage JDA planning system for assigned business; translate forecasts into actionable supply plans; collaborate with production & vendor teams on capacity & constraints","JDA supply planning; apparel production knowledge; Excel; capacity planning; supplier management; forecasting; ERP; 2+ yrs relevant supply planning experience",https://careers.pvh.com/jobs/supply-planner-apparel-calvin-klein-new-york-united-states-60611b9a-e540-4d8e-8e20-6dc7e62928ef,https://careers.pvh.com/jobs/search/results?q=supply+planner+apparel,PVH Careers (careers.pvh.com),"Calvin Klein NYC office; hybrid; verified active on careers.pvh.com","Bonus eligible; hybrid; internal advancement; medical/dental/vision; 401(k) match","Confirmed active – direct URL on careers.pvh.com"
3 - Mid-Level,PVH Corp,Calvin Klein,Associate Planner,New York,NY,NYC,Mid-Level,Full-Time,65000,85000,,,1,"Bachelor's in Fashion / Business / Supply Chain / Retail Planning","Support full planning function; inventory & allocation planning across CK product categories; cross-functional alignment with buying / merchandising / distribution teams; demand analysis & reporting; data management & system updates; support Supply Planner on capacity & supply plan work","Planning & allocation; Excel (advanced); ERP/retail planning systems (SAP / JDA); inventory management; data analysis; communication; attention to detail; retail math",https://careers.pvh.com/jobs/associate-planner-calvin-klein-new-york-united-states,https://careers.pvh.com/jobs/search/results?q=associate+planner+calvin+klein,PVH Careers (careers.pvh.com),"Calvin Klein NYC; hybrid","Bonus eligible; medical/dental/vision; 401(k) match; hybrid; strong development path within PVH planning function","Confirmed active – direct URL on careers.pvh.com"
3 - Mid-Level,Ralph Lauren,Ralph Lauren / Polo Ralph Lauren / Lauren Ralph Lauren,Supply Chain Analyst,New York,NY,NYC,Mid-Level,Full-Time,75000,100000,,,2,"Bachelor's in Supply Chain / Operations / Business / Analytics; 2+ yrs SC analytics or planning experience preferred","Supply chain data analysis & reporting; demand forecasting support; inventory management analytics; process improvement identification & execution; cross-functional collaboration with production / logistics / planning teams; KPI development tracking & dashboarding; analytical modeling in Excel or Python/R","Advanced Excel (required); analytics tools (R / Python / Jupyter Notebook a strong plus); supply chain analytics; ERP systems; data visualization (Tableau / Power BI); communication; 2+ yrs SC or relevant experience; detail-oriented; data-driven mindset",https://careers.ralphlauren.com/en_US/CareersCorporate/SearchJobsCorporate/,https://careers.ralphlauren.com/en_US/CareersCorporate/SearchJobsCorporate/,Ralph Lauren Careers (careers.ralphlauren.com),"NYC HQ (650 Madison Ave); hybrid; avg RL Supply Chain Analyst salary $84577/yr; 79 open RL roles in NYC","Competitive health benefits; generous 401(k); hybrid work flexibility; employee discount; fashion-forward culture; global brand prestige","17 RL Supply Chain Analyst jobs listed – search 'Supply Chain Analyst' on careers.ralphlauren.com"
3 - Mid-Level,Ralph Lauren,Ralph Lauren / Polo Ralph Lauren,Financial Planning & Analysis Associate – Supply Chain,New York,NY,NYC,Mid-Level,Full-Time,75000,95000,,,1,"Bachelor's in Finance / Supply Chain / Business; 1–3 yrs FP&A or supply chain analytics experience","Financial planning & analysis supporting supply chain function; budgeting & forecasting for SC operations; variance analysis & root cause explanation; cross-functional financial reporting to SC leadership; supply chain cost tracking & optimization identification; management presentation support","Financial modeling; Excel (advanced – required); FP&A; supply chain finance understanding; ERP / SAP; data analysis; strong communication; PowerPoint for presentations; 1–3 yrs FP&A or SC analytics experience",https://www.businessoffashion.com/careers/job/299010/ralph-lauren-financial-planning-and-analysis-associate-supply-chain/,https://careers.ralphlauren.com/en_US/CareersCorporate/SearchJobsCorporate/,Business of Fashion (BoF) Careers / Ralph Lauren Careers,"NYC HQ (650 Madison Ave); hybrid","Competitive health benefits; 401(k); hybrid; employee discount; direct exposure to C-suite SC leadership; global brand platform","Confirmed BoF job 299010; backup is careers.ralphlauren.com"
3 - Mid-Level,Warby Parker,Warby Parker (direct-to-consumer eyewear),Manager – Supply Chain Design,New York,NY,NYC,Mid-Level,Full-Time,92000,105000,,,5,"Bachelor's in Business / Engineering / Supply Chain; MBA a plus; 5+ yrs supply chain experience required","Research / develop / strategize world-class manufacturing & supply chain network design; execute implementation plans with cross-functional internal teams; design manufacturing processes & operational workflows; develop and track SC KPIs; international partner & vendor liaison; supply chain network optimization for cost & quality","Supply chain network design; manufacturing process design; vendor management & selection; KPI development & tracking; cross-functional leadership; Excel / ERP; data-driven decision making; 5+ yrs SC experience REQUIRED",https://jobs.generalcatalyst.com/companies/warby-parker/jobs/68103611-manager-supply-chain-design,https://www.warbyparker.com/careers/corporate,General Catalyst Job Board / Warby Parker Careers (warbyparker.com),"NYC HQ; Product Strategy team; hybrid; 5+ yrs SC experience required; competitive pay band $92K–$105K","Vision insurance & product discounts; 401(k); paid parental leave; flexible PTO; employee product discounts; collaborative culture; mission-driven brand","Confirmed open – General Catalyst direct listing; backup is warbyparker.com/careers/corporate"
3 - Mid-Level,Warby Parker,Warby Parker (direct-to-consumer eyewear),Supply Chain Operations Manager,New York,NY,NYC,Mid-Level,Full-Time,92000,105000,,,5,"Bachelor's in Business / Engineering / Supply Chain; 5+ yrs SC operations experience required","Lead day-to-day supply chain operations activities; manage SC team members; develop & optimize operational workflows & SOPs; vendor relationship management; cross-functional execution with product / inventory / retail teams; identify & implement continuous process improvements","SC operations management; vendor management; team leadership; operational workflow design; Excel / ERP; process improvement (lean / six sigma a strong plus); 5+ yrs SC operations experience REQUIRED",https://www.warbyparker.com/careers/corporate,https://www.warbyparker.com/careers/corporate,Warby Parker Careers (warbyparker.com),"NYC HQ; hybrid; 5+ yrs experience required","Vision benefits & discounts; 401(k); paid parental leave; flexible PTO; product discounts; wellness programs; mission-driven culture","Search 'Supply Chain' on warbyparker.com/careers/corporate – 54+ NY roles listed May 2026"
3 - Mid-Level,G-III Apparel Group,"DKNY / Donna Karan / Karl Lagerfeld Paris / G.H. Bass (owned) & Calvin Klein / Tommy Hilfiger / Karl Lagerfeld (licensed)",Production Coordinator,New York,NY,NYC,Mid-Level,Full-Time,55000,75000,,,2,"Bachelor's in Fashion / Textile / Production Management / Apparel Manufacturing; 2+ yrs apparel production experience","Daily communication with design / merchandising / logistics agents / factories across G-III brands; maintain production tracking reports for on-time delivery; assist with cost breakdowns to maintain margin expectations; maintain seasonal factory allocations; follow up on testing & compliance requirements; track sample deliveries; cross-departmental email correspondence & communication","Production coordination; factory & vendor communication (overseas daily); production tracking & reporting; costing & margin analysis; compliance & testing follow-up; PLM / Excel; multi-brand management; deadline-driven work ethic; strong written communication",https://www.giii.com/pages/work-with-us,https://www.linkedin.com/company/g-iii-apparel-group/jobs/,G-III Careers (giii.com/pages/work-with-us) / LinkedIn,"NYC HQ (512 7th Ave); 23 open positions in NYC metro as of May 2026; 35 open G-III jobs on Glassdoor; in-office","Major licensed brand portfolio (30+ brands); internal mobility across brands; diverse product categories; 60+ yr established company; strong mentorship for early-career production professionals","Search 'Production Coordinator' on giii.com/pages/work-with-us OR LinkedIn G-III Apparel Group jobs page"
3 - Mid-Level,Stuart Weitzman / Tapestry,Stuart Weitzman (Tapestry Group),Production Coordinator,New York,NY,NYC,Mid-Level,Full-Time,64350,65000,,,1,"Bachelor's in Fashion / Footwear / Product Development / Supply Chain preferred","Production cycle coordination for Stuart Weitzman luxury footwear; manage bills of materials (BOMs); communicate daily with overseas factories & vendors on production milestones; sample tracking & approval coordination; cost & costing document management; ensure on-time delivery across seasonal production calendar; cross-functional communication with design / planning / logistics teams","Production coordination; BOM management; overseas factory communication; costing; Excel; PLM systems; attention to detail; luxury footwear or accessories production knowledge a plus",https://careers.tapestry.com/stuartweitzman/job/New-York-Production-Coordinator-NY-10001/1294106700/,https://careers.tapestry.com/stuartweitzman/search-jobs?k=Production+Coordinator,Tapestry Careers (careers.tapestry.com),"NYC; hybrid; 1+ yrs production coordination experience preferred","$64350–$65000; full Tapestry benefits (medical/dental/vision; 401(k); paid parental leave; commuter benefits; product discounts); Stuart Weitzman luxury brand prestige","Search 'Production Coordinator' on careers.tapestry.com/stuartweitzman if direct URL is dead"
3 - Mid-Level,Kate Spade NY / Tapestry,Kate Spade New York (Tapestry Group),Analyst – Global Inventory Planning,New York,NY,NYC,Mid-Level,Full-Time,64350,75000,,,1,"Bachelor's in Supply Chain / Finance / Business / Merchandising / Analytics","Support global inventory planning for Kate Spade NY brand; conduct inventory analysis across global channels (direct retail / wholesale / ecommerce); generate inventory reports & KPI dashboards; support OTB management; cross-functional collaboration with buying / merchandising / logistics & distribution teams; identify inventory optimization opportunities; monthly & seasonal planning cycle support","Inventory planning; Excel (advanced); retail planning systems (SAP/JDA a plus); data analysis; OTB management; supply chain analytics; attention to detail; communication; ability to manage multiple data streams",https://careers.tapestry.com/katespade/job/New-York-Analyst,-Global-Inventory-Planning-NY-10001/1329562000/,https://careers.tapestry.com/katespade/search-jobs?k=Global+Inventory+Planning,Tapestry Careers (careers.tapestry.com),"NYC; hybrid Tue–Thu in office; 1+ yrs planning or analytics experience preferred","$64350–$75000; full Tapestry benefits; Kate Spade NY brand prestige; product discounts; career path to Senior Analyst / Planner within Tapestry","Confirmed open – careers.tapestry.com/katespade job 1329562000 (also on BoF)"
3 - Mid-Level,Kate Spade NY / Tapestry,Kate Spade New York (Tapestry Group),Planner – Wholesale,New York,NY,NYC,Mid-Level,Full-Time,72000,90000,,,2,"Bachelor's in Business / Merchandising / Finance / Supply Chain; 2+ yrs wholesale planning experience preferred","Own wholesale channel financial & inventory planning for assigned Kate Spade NY business segments; develop seasonal wholesale plans & OTB strategies; manage in-season inventory performance vs. plan; weekly & monthly sales analysis vs. plan; cross-functional alignment with wholesale sales / buying / logistics teams; conduct post-season analysis & hindsight; develop & maintain planning tools","Wholesale planning; financial planning & analysis; OTB management; Excel (advanced); retail planning systems (SAP / JDA preferred); inventory analytics; demand forecasting; strong quantitative skills; 2+ yrs planning experience",https://careers.tapestry.com/katespade/job/New-York-Planner,-Wholesale-NY-10001/1253755500/,https://careers.tapestry.com/katespade/search-jobs?k=Planner+Wholesale,Tapestry Careers (careers.tapestry.com),"NYC; hybrid; 2+ yrs planning experience required","$72000–$90000; full Tapestry benefits; Kate Spade brand prestige; product discounts; career path to Sr. Planner / Planning Manager","Search 'Planner Wholesale' on careers.tapestry.com/katespade if direct URL is dead"
3 - Mid-Level,KnitWell Group,Ann Taylor Factory (KnitWell Group),Inventory Planning Analyst – Ann Taylor Factory,New York,NY,NYC,Mid-Level,Full-Time,62400,65000,,,1,"Bachelor's in Business / Finance / Supply Chain / Merchandising; 1+ yrs inventory planning or analytics experience preferred","Inventory planning analysis for Ann Taylor Factory brand channel; lead review of allocation strategies for each floor set; provide size analysis & recommendations for future buys & allocation strategies; collaborate with Merchant and Merchandise Planner; ensure inventory optimization by Channel (stores and ecomm) emphasis by Store and by Size to maximize Sales / Margin / Inventory Productivity","Inventory planning; Excel (advanced); retail planning systems (SAP / JDA a plus); retail math; data analysis; analytical mindset; attention to detail; communication",https://jobs.knitwellgroup.com/job/new-york/inventory-planning-analyst-atf/42850/83487633872,https://jobs.knitwellgroup.com/search/?q=inventory+planning+analyst,KnitWell Group Careers (jobs.knitwellgroup.com),"NYC HQ Times Square Tower; hybrid 3 days/wk (Tu/W/Th in office); 1+ yrs experience preferred","$62400–$65000; KnitWell Group portfolio includes Ann Taylor / LOFT / Lane Bryant / Chico's / White House Black Market; multi-brand retail exposure; employee discounts; health benefits; 401(k)","Confirmed open – jobs.knitwellgroup.com job 83487633872"
3 - Mid-Level,KnitWell Group,Ann Taylor (KnitWell Group),Merchandise Planner – Ann Taylor,New York,NY,NYC,Mid-Level,Full-Time,65000,90000,,,2,"Bachelor's in Business / Finance / Merchandising / Supply Chain; 2+ yrs merchandise planning experience required","Build financial sales / gross margin / inventory plans for multiple departments; own full merchandise planning function for assigned Ann Taylor business segments; develop pre-season and in-season financial plans; manage OTB & open order book; conduct weekly sell-through & stock coverage analysis; develop seasonal hindsight & projections; cross-functional collaboration with buying / allocation / logistics / distribution teams","Merchandise planning; OTB management; financial planning & analysis; Excel (advanced); retail planning systems (SAP / JDA); retail math; strong analytical & quantitative skills; presentation skills; 2+ yrs merchandise planning experience required",https://jobs.knitwellgroup.com/job/new-york/merchandise-planner-ann-taylor/42850/75959019088,https://jobs.knitwellgroup.com/search/?q=merchandise+planner,KnitWell Group Careers (jobs.knitwellgroup.com),"NYC HQ Times Square Tower; hybrid 3 days/wk in office; 2+ yrs experience required","$65000–$90000; multi-brand portfolio (Ann Taylor / LOFT / Lane Bryant / Chico's / White House Black Market); employee discounts; health benefits; 401(k); structured path to Sr. Merchandise Planner","Confirmed open – jobs.knitwellgroup.com job 75959019088 (also other Merchandise Planner roles available)"
3 - Mid-Level,Tory Burch,Tory Burch / TB Collection,Associate Allocator,New York,NY,NYC,Mid-Level,Full-Time,60000,70000,,,1,"Bachelor's in Business / Supply Chain / Finance / Merchandising; 1+ yrs retail planning or allocation experience preferred","Allocation analysis & distribution to Tory Burch retail locations; analyze business by division / product category / SKU level; support sales & inventory strategies for Direct to Consumer Channels; style / size / color-level pre-season allocation planning; in-season replenishment & reallocation management; sell-through analysis & reporting; maintain allocation tracking tools","Retail allocation; Excel (advanced); retail planning systems (SAP / JDA a plus); inventory management; retail math; analytical mindset; attention to detail; 1+ yrs relevant experience preferred",https://toryburch.wd1.myworkdayjobs.com/en-US/toryburchcareers/job/New-York-NY/Allocator_R0026025-1,https://toryburch.wd1.myworkdayjobs.com/toryburchcareers,Tory Burch Workday Careers (toryburch.wd1.myworkdayjobs.com),"NYC; hybrid; 1+ yrs allocation experience preferred","$60000–$70000; Tory Burch brand prestige; employee product discounts; medical/dental/vision; 401(k); paid parental leave; career path to Sr. Allocator / Allocation Manager","Confirmed open – Workday job R0026025-1; 47 total Tory Burch jobs in NYC"
3 - Mid-Level,Foot Locker,"Foot Locker / Kids Foot Locker / Champs Sports / WSS / atmos",Merchandise Analyst,New York,NY,NYC,Mid-Level,Full-Time,65000,70000,,,1,"Bachelor's in Business / Finance / Merchandising / Supply Chain; 1+ yrs retail analytics or planning experience preferred","Merchandise analysis & reporting for assigned Foot Locker business segments; sell-through analysis; inventory analytics; allocation support; cross-functional collaboration with buying / planning / supply chain teams; develop & maintain reporting dashboards; seasonal planning support; manage data quality in planning systems","Retail analytics; Excel (advanced); inventory planning systems; retail math; data analysis; data visualization (Power BI / Tableau a plus); SQL a plus; attention to detail; strong communication",https://careers.footlocker.com/jobs/67443,https://careers.footlocker.com/jobs,Foot Locker Careers (careers.footlocker.com),"NYC (Foot Locker HQ – 330 W 34th St); hybrid; 1+ yrs experience preferred","$65000–$70000; Foot Locker multi-brand portfolio; employee discounts; medical/dental/vision; 401(k); hybrid work; NYC HQ near Penn Station","Confirmed open – careers.footlocker.com job 67443; 229+ Foot Locker jobs in NYC"
